"","AFG","ALB","DZA","AGO","ARG","ARM","AUS","AUT","AZE","BHR","BGD","BLR","BEL","BEN","BTN","BOL","BIH","BWA","BRA","BGR","BFA","BDI","KHM","CMR","CAN","CPV","CAF","TCD","CHL","CHN","COL","COM","COG","CRI","CIV","HRV","CUB","CYP","CZE","PRK","COD","DNK","DJI","DOM","ECU","EGY","SLV","GNQ","ERI","EST","ETH","FJI","FIN","FRA","GAB","GMB","GEO","DEU","GHA","GRC","GTM","GIN","GNB","GUY","HTI","HND","HUN","IND","IDN","IRN","IRQ","IRL","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LTU","LUX","MDG","MWI","MYS","MLI","MRT","MUS","MEX","MNG","MNE","MAR","MOZ","MMR","NAM","NPL","NLD","NZL","NIC","NER","NGA","NOR","PSE","OMN","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","KOR","MDA","ROU","RUS","RWA","SAU","SEN","SRB","SRB","SLE","SGP","SVK","SVN","SLB","SOM","ZAF","ESP","LKA","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","MKD","TLS","TGO","TTO","TUN","TUR","TKM","UGA","UKR","ARE","GBR","TZA","USA","URY","UZB","VEN","VNM","YEM","ZMB","ZWE"
"CAN",2229243333.33333,0,1621369860000,0,73746666.6666667,0,3224486666.66667,573980000,0,362176666.666667,404079880000,0,1195783156666.67,0,0,24407286666.6667,20853333.3333333,0,284870173333.333,138386666.666667,81880000,0,0,105008486666.667,0,0,0,513246666.666667,525388163333.333,6578847353333.33,1519223146666.67,0,0,47159140000,19925766666.6667,124426666.666667,315461413333.333,27219350000,122530000,27929613333.3333,12941846666.6667,424056666.666667,5469806666.66667,28342163333.3333,1125844010000,623131266666.667,1427426666.66667,2054100000,2149846666.66667,0,146750040000,0,90316666.6666667,14765433333.3333,10373333.3333333,0,429253333.333333,77779080000,627702310000,244667903333.333,452584860000,0,0,60019506666.6667,14845213333.3333,700323333.333333,18926666.6666667,1304870133333.33,3111886410000,1159148536666.67,670286786666.667,78079566666.6667,3164533333.33333,2980262836666.67,608652630000,5836439630000,6728546666.66667,0,2002463333.33333,68362113333.3333,12566666.6666667,0,0,2857643333.33333,0,1343160000,294654493333.333,0,0,0,0,541330763333.333,0,19176593333.3333,373066666.666667,3583908900000,191413333.333333,0,1751454663333.33,238689760000,0,0,219826666.666667,442035490000,115059180000,21986590000,0,655595486666.667,84409530000,0,4835100000,169095276666.667,33911246666.6667,0,0,1462678923333.33,958117260000,41432116666.6667,103966920000,695233333.333333,2488793003333.33,0,32979160000,1415890000,0,1040472466666.67,4042740000,0,0,0,55486120000,20106666.6666667,208290000,0,2979193333.33333,589656970000,628254676666.667,1995939393333.33,607843433333.333,637716666.666667,0,1507656666.66667,120857706666.667,0,0,380333853333.333,0,0,72759673333.3333,5083070000,310864560000,136880813333.333,0,0,737966666.666667,513816443333.333,1242508593333.33,64330626666.6667,17426768780000,534686666.666667,0,2281860796666.67,889214953333.333,14681526666.6667,0,0
"CPV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19680000,0,0,0,13360000,0,0,0,3004583333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30336666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHL",0,0,0,0,20872103333.3333,0,1325356666.66667,207693333.333333,0,0,0,0,513826666.666667,4920000,0,44119626666.6667,0,0,915333333.333333,115106666.666667,0,0,0,0,635816666.666667,0,0,0,0,30446666.6666667,117361620000,0,0,8649946666.66667,0,0,3588963333.33333,0,0,0,0,0,0,20702186666.6667,64092570000,0,1331873333.33333,0,0,1230000,0,28150000,9413333.33333333,40912926666.6667,0,0,0,11488546666.6667,0,2460000,27149430000,0,0,188906666.666667,6134623333.33333,4369890000,490093333.333333,1230000,2460000,0,0,0,75083333.3333333,3417600000,1687950000,3977936666.66667,14240000,0,0,0,0,0,2460000,3690000,0,0,0,0,0,0,0,26106666.6666667,0,0,0,22326900000,0,0,0,0,0,0,0,4076623333.33333,149840000,4131880000,0,0,0,0,0,398720000,14929173333.3333,0,7927500000,259563516666.667,155453333.333333,0,13530000,0,39360000,0,1230000,0,0,19420000,0,0,1186666.66666667,0,0,0,0,0,0,95573333.3333333,690810000,0,0,85936666.6666667,0,55026666.6666667,23733333.3333333,0,0,0,0,0,1230000,2308923333.33333,0,1186666.66666667,0,0,0,24600000,0,0,173127116666.667,4409150000,0,119786023333.333,12300000,0,0,0
"CHN",5186666.66666667,3.6e+09,537886666.666667,60403620000,198100000,266713333.333333,60557320000,45450000,329443333.333333,749970000,35904923333.3333,2460000,12414536666.6667,29200110000,0,10243333.3333333,0,1213333.33333333,4738110000,5070793333.33333,45383333.3333333,0,472270000,21094190000,29518933333.3333,0,0,0,924320000,0,110820000,0,12066666.6666667,286436666.666667,553848930000,628926666.666667,24266666.6666667,378313333.333333,469130000,995928176666.667,0,726733333.333333,699690000,158556666.666667,125590000,220663333.333333,5006666.66666667,9786666.66666667,0,0,6066666.66666667,186070000,437646666.666667,17584270000,0,33713333.3333333,2006383333.33333,12088650000,32926206666.6667,217060000,183943333.333333,7148173333.33333,4810800000,7633333.33333333,0,163513333.333333,256143333.333333,2059376666.66667,428524593333.333,1288177136666.67,377760000,57233333.3333333,3834376666.66667,14258006666.6667,69040000,3422312223333.33,2432806666.66667,29472383333.3333,1957430000,2038040000,25588610000,594093333.333333,9076666.66666667,9944580000,2380533333.33333,484487430000,294600000,39410000,0,19503830000,0,1334765623333.33,0,13516666.6666667,1345370000,262780000,97924390000,0,767896666.666667,15885736666.6667,45832433333.3333,2452653333.33333,359196666.666667,76665580000,7188153333.33333,14696666.6666667,593333333.333333,154562620000,694660000,233096666.666667,154986666.666667,1277066666.66667,576183333.333333,106971323333.333,36293333.3333333,144986666.666667,1274499963333.33,2609853333.33333,3880920000,567763333.333333,12364207226666.7,2.338e+09,92370000,605135360000,0,8697410000,913930000,0,0,174403333.333333,52259190000,0,1049470000,15913333.3333333,0,24839206666.6667,3234060000,29145396666.6667,62230000,230616666.666667,3690000,574120000,303356666.666667,6518400000,6693543333.33333,154530523333.333,0,6e+09,3984790000,278070000,10373333.3333333,93476666.6666667,22270000,0,12143933333.3333,8321840000,24520726666.6667,53457230000,282452046666.667,11146666.6666667,12449426666.6667,226506666.666667,554575210000,19477243333.3333,1230000,3610400000
"COL",111626666.666667,0,0,997530000,0,0,1456223333.33333,7380000,0,0,0,0,19660000,166140000,0,172360000,0,0,88560000,0,0,0,0,46720000,121800000,0,30750000,0,1137133333.33333,0,0,0,277980000,1555676666.66667,7846666.66666667,0,3863700000,0,0,0,0,0,0,4737243333.33333,52941063333.3333,0,722683333.333333,0,0,0,0,1230000,0,1369033333.33333,274290000,9840000,2513333.33333333,83010000,345630000,0,1451670000,0,0,2438896666.66667,410970000,60663333.3333333,0,0,0,0,0,0,0,94923333.3333333,894190000,34010000,0,0,0,0,0,0,0,1256666.66666667,0,0,0,0,0,0,0,0,0,27866666.6666667,0,6556026666.66667,0,0,0,0,0,0,0,648490000,18450000,33253333.3333333,0,0,0,0,0,45300000,16708730000,0,0,6363076666.66667,0,0,698693333.333333,0,83410000,0,0,0,0,0,90896666.6666667,0,0,0,0,0,0,0,0,19680000,4454133333.33333,0,0,1661233333.33333,0,27830000,8463333.33333333,0,0,0,0,0,2693333.33333333,1956613333.33333,0,0,0,0,0,0,513790000,0,46186056666.6667,0,0,111390993333.333,0,0,0,0
"COM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG",0,0,0,9081840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798800000,0,0,0
"CRI",0,0,0,0,0,4920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11070000,0,0,0,32150000,0,27060000,0,0,0,0,0,0,0,0,0,0,0,0,6166106666.66667,0,0,16386300000,0,0,0,0,0,0,49600000,0,0,0,0,0,0,34760193333.3333,0,0,84106666.6666667,2135746666.66667,35947380000,0,33210000,0,0,0,0,0,0,4340430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297823333.333333,0,0,0,0,0,0,0,6170000,0,164965023333.333,0,0,0,0,0,0,22380280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31483333.3333333,0,0,8610000,0,0,0,0,0,0,2267093333.33333,0,0,0,0,0,0,0,0,13827980000,0,0,0,0,0,0,0
"CIV",0,0,0,451943333.333333,0,0,0,0,0,0,0,0,15773333.3333333,5074960000,0,0,0,0,0,0,55462060000,0,0,495646666.666667,9720000,1.8e+08,0,0,0,0,0,0,550173333.333333,0,0,0,0,0,0,0,52890000,0,0,0,0,0,0,99336666.6666667,0,0,0,0,0,184443333.333333,674360000,150663333.333333,0,0,72361170000,0,0,1888393333.33333,35670000,0,0,0,0,0,0,0,0,0,0,2420000,0,0,0,0,0,0,0,0,0,0,0,5061910000,0,0,0,0,0,0,21680296666.6667,24600000,0,0,0,0,0,0,0,0,0,0,0,0,12929390000,812246666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1446246666.66667,0,0,835223333.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14078080000,0,13143333.3333333,0,0,0,0,0,167463333.333333,0,38700000,0,0,0,0,0,0,0
"HRV",0,3773310000,0,0,0,0,1303250000,2514680000,0,0,0,507573333.333333,9323333.33333333,0,0,0,166140170000,0,0,2136186666.66667,0,0,0,0,1053860000,0,0,0,0,0,0,0,0,0,0,0,0,6746200000,1716220000,0,0,61840000,0,0,0,20826666.6666667,0,0,0,1226666.66666667,0,0,0,1235163333.33333,0,0,1230000,5216686666.66667,0,6881480000,0,0,0,0,0,0,4109253333.33333,0,0,707253333.333333,9310000,1230000,21716666.6666667,205521050000,0,0,60823333.3333333,0,0,0,0,0,8586666.66666667,4906666.66666667,0,0,3923333.33333333,1226666.66666667,0,0,0,0,0,0,0,0,0,121400000,0,0,0,0,0,78483333.3333333,5620000,0,0,0,0,0,0,0,0,0,0,0,0,390280000,26646730000,0,0,0,38190000,543213333.333333,0,6700603333.33333,0,15102363333.3333,10227620000,0,0,484516666.666667,32437663333.3333,0,10053333.3333333,21250000,52164680000,0,0,0,0,764320000,2434003333.33333,0,0,0,6332663333.33333,0,0,0,0,382366666.666667,16613333.3333333,0,107753333.333333,46423333.3333333,374956666.666667,0,3309226666.66667,0,0,0,19696666.6666667,0,0,0
"CUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3831730000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34006666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYP",52173333.3333333,0,0,0,0,0,16163333.3333333,0,0,628343333.333333,148026666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78866666.6666667,0,0,0,0,0,0,0,0,1296666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36630000,0,0,544313333.333333,0,0,0,0,0,0,0,5212480000,26693333.3333333,106326666.666667,0,0,32416666.6666667,830000,0,10066666.6666667,876610000,0,0,4815373333.33333,0,0,0,1324833333.33333,0,0,6483333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26693333.3333333,28526666.6666667,6066666.66666667,0,0,0,0,5026666.66666667,928750000,13346666.6666667,0,0,0,0,0,0,0,956826666.666667,0,0,0,0,0,5556500000,0,0,0,0,15480000,0,0,0,0,0,10480000,0,0,0,0,34440000,0,0,0,0,0,0,0,0,0,0,0,0,0,4543100000,907856666.666667,0,21773333.3333333,0,0,0,16986666.6666667,136946666.666667,0,1230000
"CZE",0,5315920000,149979360000,0,0,15720000,0,299516260000,84640000,0,0,2510793333.33333,16062433333.3333,0,0,0,11609350000,0,9076666.66666667,1918470000,0,0,0,44090000,44533333.3333333,0,0,0,3690000,15426666.6666667,0,0,48933333.3333333,0,0,49969240000,44849040000,1130720000,0,0,55050000,2118890000,0,0,0,16823333.3333333,0,0,0,7810510000,488213333.333333,0,1480223333.33333,15019840000,0,0,49066666.6666667,2485321823333.33,0,2926386666.66667,0,0,0,0,0,14720000,98876616666.6667,130815553333.333,0,0,0,0,100950000,167254660000,0,9855250000,537681360000,18886030000,0,0,58880000,0,10847600000,0,0,0,0,17492166666.6667,115800000,0,0,0,0,0,819413333.333333,93230000,756096666.666667,3925333333.33333,76503333.3333333,0,0,0,0,21519030000,17173333.3333333,0,0,18571513333.3333,2152443333.33333,0,0,0,0,0,0,819413333.333333,17173333.3333333,1071707466666.67,0,0,63876666.6666667,35644480000,72017980000,190317296666.667,21360000,107841643333.333,0,7646843333.33333,14284853333.3333,0,1230000,220112410000,48322026666.6667,0,0,0,4685550000,515200000,0,0,0,1971723333.33333,43856790000,0,0,0,121886666.666667,0,0,701653333.333333,18506786666.6667,6483333.33333333,22080000,0,5564220000,5186666.66666667,8066420000,0,583483333.333333,0,409706666.666667,0,4023830000,0,0,0
"PRK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNK",22166666.6666667,41820000,64306666.6666667,38156666.6666667,148830000,111930000,7608956666.66667,1715616666.66667,213023333.333333,126770000,511193333.333333,6570000,22834333333.3333,170970000,123670000,3690000,0,0,445500000,160286666.666667,34440000,19920000,0,20910000,10283050000,18850000,0,33210000,1088603333.33333,54678560000,46960416666.6667,5810000,0,477663333.333333,103410000,694236666.666667,0,188270000,764723333.333333,19090000,14940000,0,83413333.3333333,3995550000,209100000,1343016666.66667,202840000,0,0,37328160000,42646666.6666667,7380000,46150783333.3333,70192226666.6667,1230000,36900000,154916666.666667,1299377526666.67,403440000,6221080000,583783333.333333,9470000,0,152206666.666667,3452006666.66667,328933333.333333,2859536666.66667,2322160000,1125383333.33333,18796666.6666667,4678673333.33333,18030503333.3333,14530503333.3333,40204830000,113160000,50294006666.6667,968016666.666667,7254020000,266170000,293556666.666667,0,0,33448786666.6667,803296666.666667,0,2060216666.66667,641813333.333333,57776176666.6667,293956666.666667,3770000,6611733333.33333,13721940000,1230000,6150000,243183333.333333,7477180000,54120000,0,54200000,0,0,0,5051450000,372144950000,819180000,0,19680000,2932183333.33333,297251586666.667,1256666.66666667,325593333.333333,270490000,351480000,17220000,14760000,241253333.333333,12436750000,195662246666.667,49003603333.3333,155226666.666667,4204420000,0,100293333.333333,499423680000,3690000,16513153333.3333,71323333.3333333,8240000,49706666.6666667,93873333.3333333,2664516666.66667,104630000,356303333.333333,0,4980000,28168910000,465172750000,9651276666.66667,68783333.3333333,47970000,0,340281530000,1548963333.33333,1230000,112993333.333333,29654526666.6667,448443333.333333,0,54120000,4791206666.66667,0,26310676666.6667,0,0,6764933333.33333,3351146666.66667,124449616666.667,67650000,87467733333.3333,110700000,12326666.6666667,6981503333.33333,33295706666.6667,148420000,0,36900000
"DJI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECU",0,0,0,0,61500000,0,0,0,0,0,0,0,0,0,0,0,0,0,103320000,0,0,0,0,0,0,0,0,0,14760000,0,365767696666.667,0,0,15560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42130000,0,0,0,3600000,0,0,3690000,0,0,0,0,0,0,0,0,0,0,0,0,349033333.333333,24600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57810000,0,0,0,0,0,0,0,124736666.666667,0,0,0,0,0,0,0,0,4120000,0,0,407596666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110873333.33333,0,2460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4860000,0,6720576666.66667,0,0,1443230000,0,0,0,0
"EGY",487720000,42163200000,7695630000,8610000,188400000,0,1964990000,4562116666.66667,4.41e+09,1159060000,0,17794800000,62381306666.6667,6066666.66666667,0,40800000,680400000,0,0,41308800000,0,0,18350000,33210000,3107070000,0,0,1045650000,1.8e+08,41291350000,2.64e+08,0,0,0,54064080000,24796800000,0,7485923333.33333,145653333.333333,0,0,1.8e+08,90150000,0,0,0,0,0,23370000,0,49200000,0,574186666.666667,8034136666.66667,20910000,1022820000,1.3026e+10,12467156666.6667,6957720000,5271026666.66667,0,1.2e+08,0,0,0,0,1914570000,12335800000,0,614400000,1618173333.33333,422400000,28480893333.3333,19228326666.6667,0,1636980000,269906766666.667,1.14e+09,66945593333.3333,18947090000,0,0,1438800000,89710286666.6667,0,6059213333.33333,349657820000,81600000,0,1444516666.66667,0,169310000,7380000,3746376666.66667,9840000,316800000,0,0,1057860000,276346666.666667,6e+07,0,0,17759670000,3e+08,0,0,1655520000,746400000,47069320000,852263333.333333,328466666.666667,0,0,0,0,567600000,386466666.666667,10422356666.6667,5708303333.33333,262826666.666667,1.038e+09,216534336666.667,28537200000,0,125076153333.333,57293123333.3333,705600000,9.48e+08,0,116937150000,3e+09,1.9182e+10,0,0,994200000,40183460000,1230000,209160076666.667,0,0,309600000,3163813333.33333,728216906666.667,0,1360800000,0,0,0,0,903990000,405157173333.333,0,0,149587200000,42416250000,76216786666.6667,17024750000,27042756666.6667,0,0,0,0,2725756666.66667,49680000,397200000
"SLV",0,0,0,0,0,0,2526666.66666667,0,0,0,0,0,0,0,0,2460000,0,0,0,0,0,0,0,0,34483333.3333333,0,0,0,0,0,0,0,0,21974820000,0,0,761006666.666667,0,0,0,0,0,0,7119733333.33333,0,0,0,0,0,0,0,0,0,27830000,2593333.33333333,0,0,0,0,0,218515910000,0,0,0,1557180000,185583100000,0,0,0,0,0,0,0,12100000,0,8610000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4601176666.66667,0,0,0,0,0,0,0,0,0,47335240000,0,0,0,0,0,0,182056666.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10373863333.3333,0,0,0,0,0,0,0
"GNQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EST",0,0,0,0,0,809600000,0,0,3198903333.33333,0,0,972410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19616666.6666667,3683333.33333333,0,0,19574270000,0,0,0,0,0,0,0,0,0,0,14389266666.6667,0,0,0,0,29675253333.3333,0,62413333.3333333,0,0,0,0,0,0,0,0,0,0,0,4750000,0,2426666.66666667,0,0,0,3176243333.33333,0,0,0,0,29811443333.3333,0,0,9770000,0,7314393333.33333,1660000,0,0,0,0,4826666.66666667,0,399620000,0,0,0,0,0,0,0,103905036666.667,0,0,0,1230000,4581446666.66667,0,0,0,1200000,0,0,0,0,2847470000,0,0,0,0,0,4507206666.66667,0,5.478e+10,0,0,0,0,0,0,0,0,0,0,74008560000,0,0,0,0,4239723333.33333,0,0,67466666.6666667,0,0,0,0,0,0,0,539733333.333333,0,4371833333.33333,302826666.666667,28706666.6666667,0,1213333.33333333,0,742133333.333333,0,0,0,0,0
"ETH",0,11293333.3333333,0,0,0,0,9566666.66666667,0,0,24266666.6666667,0,0,0,0,0,0,0,0,0,1.21e+08,0,0,0,0,13363333.3333333,0,0,0,0,21840000,0,0,0,0,0,0,0,0,0,0,0,0,6850470000,0,0,0,0,0,0,0,0,0,0,2460000,0,0,0,32653333.3333333,0,28420000,0,0,0,0,0,0,0,0,0,0,0,0,1023486666.66667,1213333.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636773333.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910740000,0,0,0,0,0,0,0,0,84933333.3333333,0,0,0,17110136666.6667,0,0,134036666.666667,0,0,0,0,0,0,0,0,0,105560000,0,0,0,1128676666.66667,47670000,6607360000,720176666.666667,0,0,0,0,3175953333.33333,0,0
