"","X11.1","X12.1","X19.1","X20.1","X41.1","X42.1","X49.1","X50.1","X61.1","X62.1","X63.1","X64.1","X65.1","X69.1","X81.1","X89.1","X91.1","X92.1","X99.1","X101.1","X109.1","X111.1","X121.1","X122.1","X123.1","X124.1","X129.1","X131.1","X132.1","X139.1","X151.1","X159.1","X160.1","X171.1","X172.1","X179.1","X181.1","X182.1","X183.1","X189.1","X190.1","X201.1","X202.1","X209.1","X211.1","X212.1","X219.1","X221.1","X222.1","X223.1","X229.1","X230.1","X241.1","X242.1","X249.1","X251.1","X259.1","X261.1","X262.1","X269.1","X271.1","X279.1","X280.1","X291.1","X292.1","X299.1","X300.1","X311.1","X319.1","X321.1","X329.1","X331.1","X339.1","X341.1","X342.1","X350.1","X361.1","X362.1","X363.1","X364.1","X369.1","X371.1","X372.1","X373.1","X379.1","X380.1","X391.1","X392.1","X393.1","X394.1","X399.1","X401.1","X402.1","X409.1","X411.1","X419.1","X421.1","X422.1","X423.1","X429.1","X441.1","X451.1","X452.1","X459.1","X460.1","X471.1","X472.1","X473.1","X479.1","X481.1","X482.1","X483.1","X484.1","X485.1","X486.1","X487.1","X488.1","X489.1","X491.1","X499.1","X500.1","X511.1","X512.1","X513.1","X519.1","X531.1","X532.1","X539.1","X540.1","X551.1","X559.1","X560.1","X11.2","X12.2","X19.2","X20.2","X41.2","X42.2","X49.2","X50.2","X61.2","X62.2","X63.2","X64.2","X65.2","X69.2","X81.2","X89.2","X91.2","X92.2","X99.2","X101.2","X109.2","X111.2","X121.2","X122.2","X123.2","X124.2","X129.2","X131.2","X132.2","X139.2","X151.2","X159.2","X160.2","X171.2","X172.2","X179.2","X181.2","X182.2","X183.2","X189.2","X190.2","X201.2","X202.2","X209.2","X211.2","X212.2","X219.2","X221.2","X222.2","X223.2","X229.2","X230.2","X241.2","X242.2","X249.2","X251.2","X259.2","X261.2","X262.2","X269.2","X271.2","X279.2","X280.2","X291.2","X292.2","X299.2","X300.2","X311.2","X319.2","X321.2","X329.2","X331.2","X339.2","X341.2","X342.2","X350.2","X361.2","X362.2","X363.2","X364.2","X369.2","X371.2","X372.2","X373.2","X379.2","X380.2","X391.2","X392.2","X393.2","X394.2","X399.2","X401.2","X402.2","X409.2","X411.2","X419.2","X421.2","X422.2","X423.2","X429.2","X441.2","X451.2","X452.2","X459.2","X460.2","X471.2","X472.2","X473.2","X479.2","X481.2","X482.2","X483.2","X484.2","X485.2","X486.2","X487.2","X488.2","X489.2","X491.2","X499.2","X500.2","X511.2","X512.2","X513.2","X519.2","X531.2","X532.2","X539.2","X540.2","X551.2","X559.2","X560.2"
"202",0,0,0,0,399000,0,0,8590200,2404200,8384000,0,0,0,0,0,0,0,0,0,0,0,0,0,4794400,338600,0,1810800,32936200,0,23690600,0,0,0,30296600,2233200,18682600,48764000,0,0,0,76749800,3873800,3884200,22005000,0,0,0,0,0,5201800,0,0,1738600,258400,0,13169800,2573400,35200,0,0,0,889400,23170000,0,0,7322600,0,42674200,0,9661200,0,0,0,3738000,0,0,0,0,0,0,0,0,0,25604600,0,0,0,0,1180600,17851800,0,18400200,0,12884000,0,0,0,200,0,0,0,0,0,0,0,0,2686600,951800,0,0,0,0,50848200,0,8621200,0,0,19261400,0,0,0,0,17133800,0,0,0,0,0,0,0,2095600,0,0,0,0,0,398992.040422777,0,0,8590028.63568857,2404152.03905875,8383832.74913424,0,0,0,0,0,0,0,0,0,0,0,0,0,4794304.35740091,338593.245331209,0,1810763.87668562,32935542.9618362,0,23690127.4006011,0,0,0,30295995.6187286,2233155.45030613,18682227.3042671,48763027.2159807,0,0,0,76748268.9324312,3873722.72228008,3884122.51481241,22004561.0263238,0,0,0,0,0,5201696.23025364,0,0,1738565.31699007,258394.845226179,0,13169537.278095,2573348.66371923,35199.2978017086,0,0,0,889382.257523854,23169537.7859542,0,0,7322453.92280658,0,42673348.7002748,0,9661007.27050759,0,0,0,3737925.43132917,0,0,0,0,0,0,0,0,0,25604089.218569,0,0,0,0,1180576.4484289,17851443.8777427,0,18399832.9378125,0,12883742.9794663,0,0,0,199.996010236981,0,0,0,0,0,0,0,0,2686546.40551336,951781.012717792,0,0,0,0,50847185.6386603,0,8621028.0172753,0,0,19261015.7578929,0,0,0,0,17133458.2009919,0,0,0,0,0,0,0,2095558.19526309,0
"209",35942400,0,23509200,0,68046200,0,0,138691400,241109800,25931000,2186800,44059000,0,0,33802400,0,5771400,0,0,0,0,0,52638800,41264000,66904800,29432400,155761200,302987400,0,60234800,0,0,28158600,461270600,0,7735000,0,36273200,0,30495000,90345800,125919000,2116800,631280600,21005200,12893000,8169400,34237600,0,106901200,6479000,10143400,0,17229400,3596400,27928200,4477000,78947400,33382000,10832800,23370600,17328600,35968000,251774000,22997200,110628800,0,71848600,171277600,5988200,0,10846600,0,85589600,4029600,0,15783200,0,93535600,0,4282800,4757000,21003600,43952400,31340000,11220400,0,21593200,28532000,14448800,24719000,67990800,25075400,128022800,48446000,0,40414600,68278800,0,81034200,0,0,13796600,36676400,0,49463800,50690600,5021000,3463000,15165600,0,0,200569200,18771600,126712800,87027800,56338600,315789800,181365800,0,0,14506200,0,10023400,19043400,25862800,0,0,0,57448200,565434200,17500000,35942400,0,23509200,0,68046200,0,0,138691400,241109800,25931000,2186800,44059000,0,0,33802400,0,5771400,0,0,0,0,0,52638800,41264000,66904800,29432400,155761200,302987400,0,60234800,0,0,28158600,461270600,0,7735000,0,36273200,0,30495000,90345800,125919000,2116800,631280600,21005200,12893000,8169400,34237600,0,106901200,6479000,10143400,0,17229400,3596400,27928200,4477000,78947400,33382000,10832800,23370600,17328600,35968000,251774000,22997200,110628800,0,71848600,171277600,5988200,0,10846600,0,85589600,4029600,0,15783200,0,93535600,0,4282800,4757000,21003600,43952400,31340000,11220400,0,21593200,28532000,14448800,24719000,67990800,25075400,128022800,48446000,0,40414600,68278800,0,81034200,0,0,13796600,36676400,0,49463800,50690600,5021000,3463000,15165600,0,0,200569200,18771600,126712800,87027800,56338600,315789800,181365800,0,0,14506200,0,10023400,19043400,25862800,0,0,0,57448200,565434200,17500000
"211",0,0,0,0,23473600,0,0,0,1427600,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,7886200,0,37000800,0,0,0,4208200,4187800,51587200,0,1877400,0,11054600,0,0,0,0,12356000,1990400,16457000,0,0,0,0,0,0,0,2946000,0,0,0,0,0,0,0,0,0,0,3344200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23169400,14200,4282200,2026400,4399000,0,0,0,0,0,1258800,0,0,28618400,0,0,0,0,0,0,566400,0,1924600,0,0,0,21806200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10859800,0,0,0,0,0,0,0,23472419.3288517,0,0,0,1427528.19481753,0,0,0,0,0,0,0,199.989940433949,0,0,0,0,0,0,0,0,0,0,7885803.34125104,0,36998938.9400423,0,0,0,4207988.33667072,4187589.36274645,51584605.275771,0,1877305.57085348,0,11054043.9776057,0,0,0,0,12355378.5200094,1990299.88719866,16456172.2486075,0,0,0,0,0,0,0,2945851.82259207,0,0,0,0,0,0,0,0,0,0,3344031.79399606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23168234.6294517,14199.2857708104,4281984.61463128,2026298.07647677,4398778.7398447,0,0,0,0,0,1258736.68509127,0,0,28616960.5565746,0,0,0,0,0,0,566371.511308943,0,1924503.19679589,0,0,0,21805103.1954539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10859253.775623,0,0,0
"212",0,0,0,0,23728200,0,0,0,19963400,0,0,0,0,0,0,0,0,0,0,0,0,0,11676800,0,4796800,5218200,0,31043000,0,0,0,0,0,38707000,0,0,0,0,0,13563200,9092200,0,0,0,35918000,76675000,23184600,0,0,11904800,0,0,0,0,0,0,0,0,12274000,9127600,0,0,15565600,0,0,0,0,0,0,0,0,0,0,8609400,0,0,0,0,8745200,0,0,0,0,0,27535400,0,0,37538000,0,36964200,37384800,3262000,0,0,0,0,14822800,0,0,0,0,12821200,12628400,0,0,8678600,0,0,0,0,0,0,17532400,0,0,0,0,0,11992200,0,0,0,0,0,0,27839600,0,0,0,0,25018200,0,0,0,0,0,23728200,0,0,0,19963400,0,0,0,0,0,0,0,0,0,0,0,0,0,11676800,0,4796800,5218200,0,31043000,0,0,0,0,0,38707000,0,0,0,0,0,13563200,9092200,0,0,0,35918000,76675000,23184600,0,0,11904800,0,0,0,0,0,0,0,0,12274000,9127600,0,0,15565600,0,0,0,0,0,0,0,0,0,0,8609400,0,0,0,0,8745200,0,0,0,0,0,27535400,0,0,37538000,0,36964200,37384800,3262000,0,0,0,0,14822800,0,0,0,0,12821200,12628400,0,0,8678600,0,0,0,0,0,0,17532400,0,0,0,0,0,11992200,0,0,0,0,0,0,27839600,0,0,0,0,25018200,0
"219",4366600,0,49820600,0,0,0,0,6340400,0,0,0,37353800,0,0,2042800,0,0,0,0,0,28154600,0,12942600,8344800,1529600,0,0,117773600,34513600,29746400,0,0,0,47344200,0,22177200,200,44593400,2377400,64713200,0,0,0,5824200,613200,77019400,135072400,46880400,0,1421200,0,0,0,31679400,39658400,0,0,0,4527400,4323800,19635400,0,10804800,11533200,14763600,23657000,0,0,0,286800,1077600,0,0,2230800,0,0,0,0,0,0,0,13409000,88441400,114654400,8319400,0,614200,4502600,8302400,902600,3680800,0,0,0,0,0,0,0,0,0,0,0,200,19471600,0,13683000,103541000,4476400,30816400,0,0,0,27925800,0,6698000,0,19358200,0,1201200,0,0,21564400,96228400,0,15300000,6676000,0,0,6811200,12592200,13772400,0,4366519.86850514,0,49819685.7419611,0,0,0,0,6340283.64729309,0,0,0,37353114.52026,0,0,2042762.51256866,0,0,0,0,0,28154083.3348177,0,12942362.4902933,8344646.8645403,1529571.930304,0,0,117771438.736174,34512966.6407821,29745854.1236892,0,0,0,47343331.1863878,0,22176793.0261101,199.996329799164,44592581.6663301,2377356.37232266,64712012.4477962,0,0,0,5824093.12008145,613188.747164236,77017986.6166685,135069921.285823,46879539.6975836,0,1421173.91955286,0,0,0,31678818.6511981,39657672.2285358,0,0,0,4527316.91766367,4323720.65392812,19635039.6706925,0,10804601.72107,11532988.3541986,14763329.0731147,23656565.8702941,0,0,0,286794.736932001,1077580.22495789,0,0,2230759.06257987,0,0,0,0,0,0,0,13408753.9313849,88439777.0114987,114652295.976626,8319247.33065581,0,614188.728813232,4502517.37276857,8302247.64262288,902583.436383625,3680732.45362381,0,0,0,0,0,0,0,0,0,0,0,199.996329799164,19471242.676587,0,13682748.9032098,103539099.918676,4476317.85356488,30815834.4881147,0,0,0,27925287.5335274,0,6697877.08497399,0,19357844.7575908,0,1201177.95677378,0,0,21564004.2716054,96226634.1122292,0,15299719.229636,6675877.48869608,0,0,6811075.00764032,12591968.9204851,13772147.26263,0
"221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27632800,0,3352800,21024800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27632800,0,3352800,21024800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4816000,0,0,0,0,0,0,0,0,1312400,2564200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6707400,0,0,0,0,0,0,0,0,62200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4816000,0,0,0,0,0,0,0,0,1312400,2564200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6707400,0,0,0,0,0,0,0,0,62200,0,0
"223",0,0,1054600,0,0,0,0,1220600,3600,0,0,0,0,0,6422600,0,0,0,0,0,0,0,7043200,0,13165600,4194400,0,17749000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5924600,7984000,0,147958200,7734200,0,0,0,125200,0,0,0,0,0,0,0,134362600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3344200,17953000,0,0,39613600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054600,0,0,0,0,1220600,3600,0,0,0,0,0,6422600,0,0,0,0,0,0,0,7043200,0,13165600,4194400,0,17749000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5924600,7984000,0,147958200,7734200,0,0,0,125200,0,0,0,0,0,0,0,134362600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3344200,17953000,0,0,39613600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229",0,0,358101400,0,0,0,0,128435000,60365800,0,0,0,255394000,0,0,0,0,0,0,0,0,0,0,2101000,34800,177200,245000,9801000,0,0,0,0,0,5826000,0,0,0,0,0,0,0,1191800,0,0,0,0,0,35991600,8153000,174575800,1529247600,0,0,0,0,13657800,0,112800,0,0,0,0,251550000,0,7684400,0,0,0,0,150400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13774400,0,0,0,0,0,0,0,0,0,15876200,0,0,0,0,0,0,0,15200,0,0,0,21800,0,18106400,0,0,0,151888000,0,769758400,0,0,35051000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358101400,0,0,0,0,128435000,60365800,0,0,0,255394000,0,0,0,0,0,0,0,0,0,0,2101000,34800,177200,245000,9801000,0,0,0,0,0,5826000,0,0,0,0,0,0,0,1191800,0,0,0,0,0,35991600,8153000,174575800,1529247600,0,0,0,0,13657800,0,112800,0,0,0,0,251550000,0,7684400,0,0,0,0,150400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13774400,0,0,0,0,0,0,0,0,0,15876200,0,0,0,0,0,0,0,15200,0,0,0,21800,0,18106400,0,0,0,151888000,0,769758400,0,0,35051000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230",0,0,0,0,200,0,0,0,8924600,0,0,379800,0,0,200,0,90600,502000,0,0,313600,111000,19000,1889800,0,0,224200,609200,0,0,0,0,0,79800,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,2800,0,70920800,193800,200,0,29529800,478600,1200,7400,0,0,0,0,0,400,0,0,0,0,0,0,1659000,1289800,608000,30000,0,1865000,0,1836000,683200,558600,0,0,0,30200,0,0,400,93200,0,0,0,0,0,0,0,644800,0,341200,597000,848200,0,0,0,0,0,0,0,0,0,0,0,282400,0,0,0,0,0,0,0,4472600,0,0,127000,0,0,0,0,0,200,0,0,0,0,0,0,199.967212466485,0,0,0,8923136.92189196,0,0,379737.736473855,0,0,199.967212466485,0,90585.1472473178,501917.703290878,0,0,313548.589147449,110981.802918899,18996.8851843161,1889490.19059582,0,0,224163.24517493,609100.129172914,0,0,0,0,0,79786.9177741276,0,0,0,0,0,0,0,0,0,0,0,1599.73769973188,0,0,0,2799.54097453079,0,70909173.4094655,193768.228880024,199.967212466485,0,29524958.9534641,478521.539432299,1199.80327479891,7398.78686125995,0,0,0,0,0,399.93442493297,0,0,0,0,0,0,1658728.02740949,1289588.55319636,607900.325898115,29995.0818699728,0,1864694.25624997,0,1835699.01044233,683087.997785513,558508.424418893,0,0,0,30195.0490824393,0,0,399.93442493297,93184.7210093821,0,0,0,0,0,0,0,644694.292991948,0,341144.064467824,596902.129212458,848060.948070363,0,0,0,0,0,0,0,0,0,0,0,282353.704002677,0,0,0,0,0,0,0,4471866.77238801,0,0,126979.179916218,0,0,0,0,0,199.967212466485,0,0
"241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897200,0,21275400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132166400,51319400,22565200,21428200,19699400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4930600,0,0,0,0,35415000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9774200,0,0,21130400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21760800,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897200,0,21275400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132166400,51319400,22565200,21428200,19699400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4930600,0,0,0,0,35415000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9774200,0,0,21130400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21760800,200,0,0,0,0,0,0,0
"242",2693200,0,0,0,0,0,0,0,3469200,0,0,0,0,0,0,0,0,0,0,7998600,0,72784000,0,0,0,0,3637400,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5244600,0,0,0,0,0,0,15816600,99275200,673200,0,0,0,0,2919000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999600,0,0,9028800,0,69107400,2100200,0,0,0,6411000,0,0,0,0,0,0,0,3638200,4327400,791800,11130200,0,0,4179000,8877600,0,4611800,0,0,0,0,0,0,0,0,1868000,0,4295200,0,0,0,0,2254200,61756200,101119200,4498200,0,0,0,0,0,0,0,2693078.81989948,0,0,0,0,0,0,0,3469043.90390438,0,0,0,0,0,0,0,0,0,0,7998240.10428041,0,72780725.095635,0,0,0,0,3637236.33577246,4999.77502580477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5244364.02006715,0,0,0,0,0,0,15815888.3346288,99270733.1283548,673169.709474355,0,0,0,0,2918868.66006483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999510.02831984,0,0,9028393.75059723,0,69104290.5236602,2100105.50183904,0,0,0,6410711.53808688,0,0,0,0,0,0,0,3638036.29977659,4327205.28933352,791764.373086444,11129699.1984425,0,0,4178811.96656763,8877200.55381689,0,4611592.49280129,0,0,0,0,0,0,0,0,1867915.94964066,0,4295006.73816733,0,0,0,0,2254098.57263382,61753421.289721,101114650.157872,4497997.60421501,0,0,0,0,0,0,0
"249",0,0,0,0,0,0,0,0,13068800,0,0,0,0,0,0,0,2833200,771200,0,0,143023000,0,0,0,0,0,0,0,0,0,0,0,0,3648400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2201000,932200,6536600,5666200,800,0,0,0,0,407000,0,0,0,0,0,0,0,0,0,0,0,0,7513400,3608400,0,0,48000,6616800,0,1046200,0,0,0,0,0,0,0,42800,0,0,0,0,0,0,0,2229600,87400,0,11190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346200,0,0,0,13329000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13066968.5915651,0,0,0,0,0,0,0,2832802.96688467,771091.927171204,0,0,143002957.338962,0,0,0,0,0,0,0,0,0,0,0,0,3647888.72807497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200691.56081927,932069.365286562,6535683.98748352,5665405.96179652,799.887891256435,0,0,0,0,406942.964676712,0,0,0,0,0,0,0,0,0,0,0,0,7512347.10270763,3607894.33351215,0,0,47993.2734753861,6615872.74858198,0,1046053.3897906,0,0,0,0,0,0,0,42794.0021822193,0,0,0,0,0,0,0,2229287.55293169,87387.7521197656,0,11188431.8789494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346151.484941222,0,0,0,13327132.1281963,0,0,0,0,0,0,0
"251",475400,0,492600,0,4086600,0,0,1600,10393400,724600,0,17199200,0,2403600,2169400,127600,2726400,40883600,2194800,0,538800,90400,707200,6375600,843800,1478800,27530200,6475200,0,2023000,200,0,439000,27937600,0,12354200,0,8456600,0,284800,1987000,649600,0,0,0,525200,1821400,0,0,1936200,0,18764200,8734600,4399400,8528600,467747400,27558000,6220000,2104600,364200,1112200,2228000,174600,200,570400,72200,200,409600,458000,738600,435200,17147400,1661000,35152200,2097600,2679800,19424400,6093800,42463400,681800,6330800,5895600,0,644000,2015400,200,2055400,2393400,2053000,643000,2181200,544000,334200,0,608400,0,4403400,645200,31842600,23356800,21717200,173800,5779600,1205600,0,742200,10837400,0,2168800,258400,0,200,12489200,0,6486600,0,773600,13257400,506200,0,4424200,729000,2332800,6720200,173800,734400,513600,678200,0,692200,892400,39000,475352.566954351,0,492550.850823965,0,4086192.25939345,0,0,1599.84035996416,10392362.9982822,724527.703018768,0,17197483.9494347,0,2403360.18075616,2169183.5480664,127587.268707142,2726127.97337893,40879520.8378941,2194581.01378083,0,538746.24121793,90390.9803379749,707129.439104158,6374963.87436718,843715.809836098,1478652.45269687,27527453.1736783,6474553.93677495,0,2022798.15512968,199.98004499552,0,438956.198765166,27934812.5253342,0,12352967.3594183,0,8455756.24254556,0,284771.58407362,1986801.74703049,649535.186145448,0,0,0,525147.598158235,1821218.2697742,0,0,1936006.81560163,0,18762327.8015247,8733728.50508933,4398961.04976645,8527749.05874395,467700730.492687,27555250.3999327,6219379.39936067,2104390.01348785,364163.661936841,1112089.03022009,2227777.70125009,174582.579281089,199.98004499552,570343.088327222,72192.7962433826,199.98004499552,409559.132150824,457954.30303974,738526.306168454,435156.577910251,17145689.1177809,1660834.27368779,35148692.6884575,2097390.71191301,2679532.62289497,19422461.9300549,6093191.99096849,42459163.2133138,681731.973389727,6330168.34428818,5895011.76637793,0,643935.744885574,2015198.91341985,199.98004499552,2055194.92241896,2393161.19846138,2052795.16187901,642935.844660596,2180982.37072114,543945.722387814,334166.655187513,0,608339.296876371,0,4402960.65066636,645135.625155547,31839422.9038717,23354469.5747568,21715033.1658835,173782.659101107,5779023.34028053,1205479.71123299,0,742125.946978374,10836318.6981722,0,2168583.60793142,258374.218134211,0,199.98004499552,12487953.8897902,0,6485952.79933969,0,773522.81404267,13256077.242618,506149.49388366,0,4423758.57534589,728927.26400867,2332567.24482774,6719529.49189446,173782.659101107,734326.725223548,513548.755548495,678132.332579807,0,692130.935729494,892310.960770009,38996.1087741264
"259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573400,460600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644800,0,10757000,0,0,8573600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4310000,6420200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397800,0,0,717600,0,0,0,0,2099600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10759800,0,0,0,0,0,0,0,0,0,0,0,0,3724600,0,0,0,0,0,0,0,0,0,0,171600,0,0,0,0,0,429600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573400,460600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644800,0,10757000,0,0,8573600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4310000,6420200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397800,0,0,717600,0,0,0,0,2099600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10759800,0,0,0,0,0,0,0,0,0,0,0,0,3724600,0,0,0,0,0,0,0,0,0,0,171600,0,0,0,0,0,429600,0,0
"261",11422000,0,0,0,2332400,0,200,0,36427800,482200,221000,6448200,0,247800,29379800,285600,1931400,328600,377800,0,0,0,2068800,701000,116400,139600,4580800,3550800,1381200,0,0,0,0,28113800,0,8622600,2093600,21347200,13179200,705600,0,200,0,15259000,0,27124400,0,0,0,2178200,0,2368400,2326000,134600,0,0,1908600,764653400,107572000,88386000,4901800,0,0,2509000,685000,1132600,0,0,0,7000,0,0,0,27421400,32732000,0,2147400,0,11498800,0,11775400,975800,0,15749800,17744200,0,2113600,13930600,43076800,0,11256200,1567000,495600,0,0,0,988400,16585400,32407600,21411800,0,0,688200,31991600,0,0,56266400,0,4917400,366600,0,0,75408800,0,3642400,0,0,53400,200,0,0,2488200,881400,751800,0,0,0,0,0,0,640600,0,11420978.2506028,0,0,0,2332191.35630415,0,199.982109098281,0,36424541.3690518,482156.865035956,220980.230553601,6447623.17943768,0,247777.83317277,29377171.8444284,285574.451792345,1931227.2275621,328570.605248476,377766.204086653,0,0,0,2068614.93651262,700937.292389475,116389.5874952,139587.5121506,4580390.22678703,3550482.36493088,1381076.44543273,0,0,0,0,28111285.0938363,0,8621828.66955419,2093412.71804081,21345290.3967141,13178021.0611403,705536.880898736,0,199.982109098281,0,15257635.0136534,0,27121973.6001271,0,0,0,2178005.15018938,0,2368188.13594184,2325791.92881301,134587.959423143,0,0,1908429.2671249,764584998.305858,107562377.199601,88378093.4738033,4901361.51188977,0,0,2508775.55863794,684938.723661613,1132498.68382357,0,0,0,6999.37381843984,0,0,0,27418947.032138,32729071.9750247,0,2147207.90538824,0,11497771.3804966,0,11774346.6373795,975712.710290514,0,15748391.1093805,17742612.7013086,0,2113410.92895063,13929353.8450226,43072946.5860242,0,11255193.0821604,1566859.82478503,495555.66634554,0,0,0,988311.583163705,16583916.3611932,32404700.9940673,21409884.6179529,0,0,688138.437407185,31988738.2071429,0,0,56261366.7168376,0,4916960.11639944,366567.205977149,0,0,75402054.3428523,0,3642074.1708979,0,0,53395.2231292411,199.982109098281,0,0,2487977.41929172,881321.154796125,751732.748100439,0,0,0,0,0,0,640542.695441794,0
