"","AFG","ALB","DZA","AGO","ARG","ARM","AUS","AUT","AZE","BGD","BLR","BEL","BEN","BTN","BOL","BIH","BWA","BRA","BGR","BFA","BDI","KHM","CMR","CAN","CPV","CAF","TCD","CHL","CHN","COL","COM","COG","CRI","CIV","HRV","CUB","CYP","CZE","PRK","COD","DNK","DJI","DOM","ECU","EGY","SLV","ERI","EST","ETH","FJI","FIN","FRA","GAB","GMB","GEO","DEU","GHA","GRC","GTM","GIN","GNB","GUY","HTI","HND","HUN","IND","IDN","IRN","IRQ","IRL","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LTU","LUX","MDG","MWI","MYS","MLI","MRT","MUS","MEX","MNG","MNE","MAR","MOZ","MMR","NAM","NPL","NLD","NZL","NIC","NER","NGA","NOR","PSE","OMN","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","KOR","MDA","ROU","RUS","RWA","SAU","SEN","SRB","SRB","SLE","SVK","SVN","SLB","SOM","ZAF","ESP","LKA","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","MKD","TLS","TGO","TTO","TUN","TUR","TKM","UGA","UKR","ARE","GBR","TZA","USA","URY","UZB","VEN","VNM","YEM","ZMB","ZWE"
"CMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00257536496232005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00045516663775766,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.85695558017016e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.06356572894604e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000468830778998463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00414812814793482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00052520181885067,0,0,0,0,0,0,0
"CPV",-2.44405074795696e-08,0,0,-2.09448030643906e-07,-0.00112845260271007,0,-9.18291476885873e-07,-8.55812420346758e-09,0,-1.96868621511042e-07,0,-2.90000954699233e-05,-4.77168202297429e-07,0,0,0,0,-0.000548407975202149,-4.51403817217247e-09,-1.84637883495391e-09,0,-1.55839666678297e-07,-8.75754933992458e-07,-2.76781836471201e-06,-0.00045110441632386,0,0,0,-1.47142013962915e-06,0,-1.73600099735601e-08,0,0,-2.51931710212345e-06,0,0,-1.28526686249496e-09,0,-7.68213426770141e-09,0,-5.03409731403065e-06,0,0,0,-4.26278609063958e-06,-4.96825540328647e-09,0,0,0,0,-1.15415371508547e-09,-0.00185809968592178,-6.51390052124369e-09,0,0,-7.85542827565451e-05,-2.49292470524011e-06,-4.80561643366347e-08,-2.12606800078221e-08,-0.000142754919854966,-4.63495285574587e-08,-2.00836735959891e-09,0,0,-1.34449197104802e-06,-3.94410416316758e-05,-2.15656362576966e-07,-9.02842870069315e-09,0,-1.87616217122719e-07,0,-0.000107054023309886,0,-1.1032679760627e-05,0,-1.10596798744248e-08,-5.93723803692979e-08,0,0,0,0,-5.41191040675152e-09,0,-3.90187815030163e-09,0,-1.76202444734771e-07,0,-2.05146108812476e-07,0,-1.06048614124458e-05,-8.6712368461105e-07,0,0,-1.31886874453723e-07,-1.72395408322739e-09,0,-2.76317810981569e-06,-1.80619638818541e-08,-3.00076548892762e-06,0,-6.56526455699643e-09,-3.71891852708558e-06,-4.51606653555909e-07,0,0,-1.29707527688749e-08,-3.45796609451754e-08,0,0,-6.05280609642087e-06,0,0,0,0,-7.31338748481221e-06,-2.37427834327431e-08,-5.33959656206827e-05,0,-3.84011918849445e-08,0,0,-7.95416066164693e-06,0,0,-3.98535704449206e-07,0,0,0,0,0,-1.35738968637225e-09,-4.44166654497242e-09,-7.69545759202292e-06,-9.89297717125456e-05,-1.90524899101312e-06,-1.35449476922932e-09,0,0,-5.95794432903878e-08,-2.05246429159277e-08,0,0,-5.16469089057417e-05,0,0,-4.11602703328622e-09,0,0,-6.31813849809212e-05,0,0,0,0,-3.86796377584953e-05,-6.22380517102197e-06,-0.00336243165464921,0,0,0,-8.32703293480366e-07,0,0,0
"CAF",0,0,0,0,0,0,-1.93026883244523e-06,0,0,0,0,-7.32874823355967e-06,0,0,0,0,0,-1.12560478134224e-05,-1.12518909689007e-07,0,0,0,-1.28523490981699e-05,0,0,-0.176684795583069,0,0,0,-6.05081607034889e-06,0,0,0,0,0,0,0,0,0,0,-1.26306035333796e-08,0,0,0,-1.52535463436052e-07,0,0,0,0,0,0,-0.0237136572065382,0,0,0,-1.83499944980927e-05,0,0,0,0,0,-2.28210712872108e-06,0,0,-2.64170061479748e-07,-2.29250100846624e-06,0,0,0,0,0,-6.41869920337981e-05,0,0,0,0,0,0,0,0,0,-6.60102271220631e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75669358916138e-05,0,0,0,0,-1.19000286485072e-06,0,0,0,0,0,0,0,-2.18997236269491e-07,0,0,0,0,0,0,0,0,0,0,0,-3.4338510213703e-07,0,0,0,0,0,0,0,0,0,0,-3.45436275960311e-06,0,0,0,0,0,0,0,0,0,-5.31311743861879e-06,0,0,0,0,0,-8.95847515374684e-06,0,0,-2.30053959946725e-06,0,-1.35264472961132e-05,0,-0.000267568394090336,0,0,0,0,0,0,0
"TCD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.332565740738614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.26149912284873e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000113197482656962,0,0,0,0,0,0,0
"CHL",0,0,0,0,-0.000774133692090517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00196786880834089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000227085594817654,0,0,0,0,0,0,0
"CHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.201930108832736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000989759814252159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216853374139827,0,0,0,0,0,0,0
"COM",-1.35468813157048e-07,0,0,-1.58421848954487e-07,-9.74623894724208e-05,-3.23370475420761e-07,-8.90440620228785e-05,-6.09002366079567e-07,-1.81902772437358e-06,-2.12738077574269e-07,0,-2.57755692362272e-05,-9.48323185207716e-06,0,-4.38317413017853e-07,0,0,-2.88353110666869e-05,-8.64717256338146e-07,-3.46683328397567e-08,-3.83266957602836e-07,-3.13950040966859e-06,-1.7411662202806e-07,-1.34329594746671e-05,0,0,0,0,-1.51259258516217e-05,0,-0.00123883116090521,0,0,-5.06401323920464e-07,0,0,-5.39658795330084e-07,-2.47672182224895e-07,-1.4424276463233e-07,0,-4.88035270649119e-07,0,0,0,-2.19286639513596e-06,-9.32859111539559e-08,-6.70454370501816e-06,-6.15326812653063e-07,-4.33422899514021e-06,0,-2.16708426165552e-08,-0.000510760234040046,-1.22307549826944e-07,0,0,-0.000194923476619908,-2.08066189924527e-07,-2.97330604685112e-06,-3.99198862637059e-07,-3.16245545051567e-06,-8.70276918569584e-07,-3.77098928827444e-08,0,0,-1.40778790836105e-06,-9.86755339336321e-05,-1.22434055980929e-05,-7.5179306612072e-06,-4.22093533945702e-07,-1.64413694509088e-07,0,-1.11451886367418e-05,0,-1.38687497017124e-06,0,-6.75660508517635e-06,-3.53695090128768e-07,0,0,0,0,-5.05911723484922e-07,0,-7.32631938007499e-08,-1.92829043577644e-07,-3.97415433399835e-06,0,-6.46479020125238e-05,-1.12676654058955e-07,-1.62810461031485e-06,-6.28933085253476e-07,0,-1.85536829788299e-07,-2.61131276077537e-06,-3.23696377072459e-08,0,-1.25784365515093e-06,-4.59643387118782e-06,-9.62124735102828e-07,0,-1.23271981098446e-07,-4.76166666983254e-06,-1.39758715098834e-07,0,0,-2.43543938903944e-07,-1.14641762901006e-06,0,0,-0.141569327698264,0,0,0,0,-2.98873294440091e-06,-2.17862093474134e-06,-3.48399843183929e-07,-1.68566783344459e-06,-7.21035833225338e-07,0,-3.5226439887499e-06,-6.13999879606673e-06,-8.05062657607491e-07,0,-1.10489511641805e-07,-2.26428102059245e-07,-2.26428102059245e-07,-2.25500308222124e-07,-4.48271170494075e-07,0,-2.5486880887898e-08,-2.89163920631405e-06,-1.30355550884098e-05,-3.5162786563936e-07,-1.10639242977665e-06,-5.66280058533361e-07,0,0,-1.03415558271743e-06,-9.8684199116843e-07,0,0,-0.000952815697221332,0,0,-4.70974772814932e-07,0,-1.02226293152747e-07,-5.50442439872958e-05,-8.94877649111253e-07,-9.05028755584473e-07,-6.53450687833301e-06,-7.96215464093089e-06,-8.42257661160971e-06,-0.000327797691908883,-7.90336111361107e-05,0,0,0,-1.56351634825036e-07,-6.24345219407032e-06,-9.31778357163343e-07,-2.63704104830675e-06
"COG",-2.8188059495626e-07,0,0,-3.62891837003688e-05,-0.00163810715580094,-6.96454949710597e-09,-2.28001691471305e-06,-1.30817005909876e-06,-3.91770726950987e-08,-3.78569355193751e-07,0,-3.65594361102784e-05,-1.90642321512961e-07,0,-9.44020419438171e-09,0,0,-0.000479020013323455,-6.97039352002893e-06,-6.92916667213826e-08,-2.56042091216749e-06,-4.59593976117393e-09,-6.94316485533713e-06,-1.73571486656646e-07,0,0,0,0,-3.86880327811717e-07,-5.45633450779854e-07,-4.60783678520291e-08,-0.000334632757284103,0,-1.81610818761727e-06,0,0,-1.11030766834598e-08,-5.43183193379177e-07,0,-2.32442060612069e-06,-5.04554063216942e-07,0,0,0,-1.25708368372098e-06,0,-1.44398236815999e-07,-1.32525210845009e-08,-7.8824312974543e-08,0,0,-0.00187510895818947,0,0,0,-0.0003897369607042,-5.9348086015875e-07,-1.30628208649127e-06,0,0,0,-4.32461967063566e-06,0,0,-1.75182414907158e-05,-0.000401995168331232,-4.744103520925e-06,-1.45555370526943e-07,-9.09078451193841e-07,-8.75780331534714e-05,0,-5.89979014242862e-05,0,-4.25912780277814e-06,0,-1.41047032745583e-07,-6.36377525876026e-06,0,0,0,0,-8.81631437235181e-06,0,0,-4.15303041110563e-09,-5.02934778060619e-06,0,-4.54448637551022e-07,0,-2.18344825244593e-06,-2.99855127856704e-09,0,0,0,0,0,-8.55246140105806e-06,-9.16909442512345e-08,-2.39667955250779e-07,0,0,-4.73982589936871e-05,-6.29418452851098e-06,0,-4.05862895244887e-08,-9.25820809774455e-08,-1.0707009579649e-08,0,-1.78679940392668e-07,-0.00101295583219422,0,0,0,0,-1.39548511487957e-07,-4.68257502134515e-06,-1.45444203548592e-07,-3.63048514136256e-08,0,-1.71700760591631e-09,-5.45517097714157e-05,-1.17317476756288e-06,-3.4391725590882e-07,0,-6.72329537462508e-07,0,0,-4.85668351812925e-09,-9.65458194960234e-07,0,0,-8.31912744409751e-06,-5.8313469068301e-05,-7.07473810433885e-06,-1.61240683864459e-06,-1.16484333155368e-06,0,0,-2.20320554173902e-06,-2.66500055245601e-06,0,0,-0.000515908052098563,0,0,-1.6377135222297e-07,0,-2.08460901729956e-06,-0.000101035489233251,-1.92733108147232e-08,-6.60731838417551e-05,-1.66790310336717e-06,-1.71483868551145e-07,-0.000118050219992528,-3.963457061657e-05,-0.000583247886799175,-1.64572216180084e-08,0,0,-1.99675325936742e-05,-1.34467538453654e-07,-4.42239066023952e-07,-3.93791534504732e-05
"CRI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.684130620175955,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000180056482767634,0,0,0,0,-0.00156684673040154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000305642776002259,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000673197934244427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000164502790172607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000709432643685179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HRV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.163409461065058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CUB",0,0,0,0,-0.000290836051489239,0,0,0,0,0,0,0,0,0,0,0,0,-5.31812104832183e-05,0,0,0,0,0,-0.000135403507866847,0,0,0,0,0,0,0,0,0,0,0,-0.00120568376618758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000157584327966671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000386242115058228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.192939254688415,0,0,0,0,0,0,0
"CYP",0,0,0,0,-5.56705399472253e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000409738544509973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000393615238599709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00106593766841795,0,0,0,-0.000258422727660094,0,-0.000718666821728758,0,0,0,0,0,0,-0.00036363834153421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000444381399861651,-0.00146000629919496,0,0,0,-3.9128816782373e-05,-3.9128816782373e-05,0,0,0,0,0,0,0,0,0,0,0,-1.96604437377222e-05,0,0,0,0,0,0,0,0,0,-0.000311179903423406,0,0,-0.000851508793739975,0,0,0,-0.000187656758777975,0,0,0,0,0,0,0
"CZE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0593215732231241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000113327363777889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",-4.76376045124219e-10,0,0,-4.08240395910786e-09,-1.19978364469751e-05,0,-1.35178192613123e-05,-1.66808539681007e-10,0,-3.83721554893583e-09,0,-4.17114111699754e-07,-9.30060479552222e-09,0,0,0,0,-0.00018147640787212,-3.14788503461483e-05,-3.59882317473015e-11,0,-3.03750992681887e-09,-1.70695584902272e-08,-8.98803090453801e-06,0,0,0,0,-0.000605744161584819,0,-3.38368297034525e-10,0,0,-2.45581863369734e-10,0,0,-2.50514579288656e-11,0,-0.226650561656212,0,-1.17433909024604e-06,0,0,0,-8.30870300367907e-08,-9.6837508884096e-11,0,0,0,0,-2.24958987745013e-11,-8.1164074721587e-06,-1.26964064524297e-10,0,0,-6.90966374999736e-06,-1.43650947364005e-08,-2.70789595513116e-07,-4.14397232432433e-10,-3.28285701449015e-09,-9.03410255537092e-10,-3.9145590602898e-11,0,0,-2.1470054560194e-07,-1.88030556567811e-05,-4.20341210984129e-07,-1.75975362284005e-10,0,-3.65687462049627e-09,0,-1.35183614087556e-07,0,-1.66981413988028e-07,0,-2.15566987032594e-10,-1.15724191789306e-09,0,0,0,0,-1.05484899537785e-10,0,-7.60524830898487e-11,0,0,0,-3.99855412455743e-09,0,-1.40397984191794e-07,0,0,0,-2.57064006173269e-09,-3.36020202866129e-11,0,-8.26289216613797e-11,-3.52050256256204e-10,-5.84886707919435e-08,0,-1.27965213793966e-10,-8.02707097810023e-07,-8.8023782547307e-09,0,0,-2.52816186876878e-10,-6.7400082165107e-10,0,0,-3.39961749124882e-05,0,0,0,-7.67577229509867e-07,-1.42547064924412e-07,-3.74389566894127e-07,0,0,-7.48487237161421e-10,0,-1.00929832845931e-06,-3.19226549645848e-05,0,0,-1.1469608789643e-10,0,0,0,0,0,-2.64572219307209e-11,-8.65736337194817e-11,-3.11974771910565e-09,-6.3459609064449e-10,-3.71356846855341e-08,-2.6400796376519e-11,0,0,-1.64148848696412e-06,-1.24923915740005e-07,0,0,-0.000186224569796464,0,0,-8.02265125378561e-11,0,0,-1.17861639828173e-06,0,0,0,0,-1.07683265944185e-06,-1.15262360655556e-10,-8.89719883096427e-05,0,0,0,-1.62304281955553e-08,0,0,0
"COD",0,0,0,0,-0.000237729311520231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0653421999656664,0,0,0,0,0,0,0,0,0,0,0,-0.000270199156668873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.52859616218412e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.494088426608e-05,0,0,0,-4.55481109263476e-05,-0.000369754968353408,0,0,0,0,0,-3.2454396541432e-05,0
"DNK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0690946501439332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.65461931023017e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DJI",-3.77857991678667e-06,0,0,-3.44324657588036e-06,-5.17372945155724e-05,-9.33432580995115e-08,-4.37727709109492e-05,-1.75331390839098e-07,-5.25075686472113e-07,-5.07897487253444e-06,0,-4.31474938443858e-05,-1.63664943490872e-07,0,-1.26523534220616e-07,0,0,-1.20616665983263e-05,-1.60563351484411e-07,-4.83105014993821e-11,0,-6.567521046975e-08,-3.02376059228095e-07,-4.82236448789174e-05,0,0,0,0,-2.05171111693317e-05,0,-6.1802539490772e-07,0,0,-7.82170319054102e-08,0,0,-1.48844022700551e-07,0,-2.01003040130444e-10,0,-4.70532078946472e-06,-2.19177322569085e-07,0,0,-8.45857141437045e-07,-1.29994400697176e-10,-1.93531568608006e-06,-1.77618594939101e-07,-0.00011013246551393,0,-3.01984315069046e-11,-0.000278182169743801,-1.70436204608153e-10,0,0,-6.32158368522918e-05,-2.03075655665504e-06,-4.47893552800202e-06,-5.56285684146402e-10,-4.40689806141075e-09,-1.21273539670241e-09,-5.25489311837975e-11,0,0,-1.8006313418402e-06,-0.00176719918908919,-7.84625892396284e-07,-1.64445889850267e-06,-1.21840392602211e-07,-2.84314100377965e-06,0,-8.74226302016668e-05,0,-9.10895806431768e-06,0,-6.85282454059221e-07,-8.48722662195825e-06,0,0,0,0,-1.16844483075062e-07,0,-1.0209264028704e-10,-5.56615169035757e-08,0,0,-6.09617316019145e-06,0,-2.36579577915209e-06,0,0,0,-3.45082001885299e-09,-4.5107257918011e-11,0,-2.0113323328481e-06,-1.22937210275208e-06,-7.85150278522069e-08,0,-1.71780144583673e-10,-1.29642892574516e-06,-2.13325516193037e-07,0,0,-3.39379741159395e-10,-1.44406830908205e-07,0,-8.05555038185616e-06,-0.000191656032714955,0,0,0,0,-2.00083588878187e-06,-6.27594269458345e-07,0,-4.8658037640118e-07,-4.91730027488146e-07,0,-2.32377535906598e-07,-3.49043938944894e-05,0,0,-1.53967707143857e-10,0,0,-6.50923169300127e-08,-1.29396759279133e-07,0,-3.55161006166805e-11,-3.48512218306165e-06,-5.2143978540726e-06,-1.14503958603265e-05,-2.16603380305015e-07,-1.56155045489503e-07,0,0,-2.95303006495113e-07,-1.74153803091124e-07,0,0,-1.26973074035323e-05,0,0,-1.13749383651601e-07,0,-9.08746533326194e-06,-0.000714520338461653,-2.58312993045477e-07,-9.39642385343457e-08,-0.000379756201142089,-2.29833430126725e-06,-6.43174087154317e-06,-6.32545521342269e-06,-0.18396457985586,0,0,-8.12621859297714e-07,-2.17876813504677e-08,-1.71715123028093e-05,0,0
"DOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000461066273080974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.621202305369908,0,0,0,0,0,0,0
"ECU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00209921658011909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00109787243995715,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00186474315783389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00106301255185982,0,0,0,0,0,0,0
"SLV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00118127343399117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.311418608900497,0,0,0,0,0,0,0
